month,number_of_guests,length_of_stay,occupancy
11,1.0,3,1
11,1.0,4,1
11,1.0,2,1
11,1.0,4,1
11,2.0,6,1
11,1.0,4,1
11,1.0,3,1
11,1.0,3,1
11,1.0,4,1
11,1.0,2,1
11,2.0,3,1
11,1.0,3,1
11,1.0,4,1
11,1.0,4,1
11,1.0,2,1
11,1.0,3,1
11,2.0,3,1
11,1.0,3,1
11,1.0,3,1
11,1.0,3,1
11,2.0,4,1
11,1.0,3,1
11,2.0,2,1
11,1.0,4,1
11,2.0,4,1
11,2.0,3,1
11,1.0,4,1
11,1.0,3,1
11,1.0,3,1
11,1.0,3,1
11,1.0,3,1
11,2.0,4,1
11,2.0,4,1
11,2.0,3,1
11,1.0,4,1
11,1.0,3,1
11,1.0,4,1
11,1.0,3,1
11,2.0,1,1
11,1.0,3,1
11,1.0,3,1
11,1.0,3,1
11,1.0,4,1
11,1.0,3,1
11,1.0,4,1
11,1.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,1.0,3,1
11,2.0,4,1
11,2.0,3,1
11,1.0,4,1
11,1.0,4,1
11,1.0,3,1
11,1.0,3,1
11,2.0,3,1
11,1.0,2,1
11,1.0,3,1
11,2.0,2,1
11,2.0,1,1
11,1.0,3,1
11,1.0,4,1
11,2.0,4,1
11,2.0,4,1
11,1.0,4,1
11,1.0,5,1
11,1.0,5,1
11,1.0,1,1
11,1.0,5,1
11,1.0,4,1
11,2.0,5,1
11,2.0,4,1
11,1.0,5,1
11,2.0,1,1
11,1.0,5,1
11,2.0,4,1
11,2.0,5,1
11,2.0,4,1
11,2.0,2,1
11,1.0,4,1
10,1.0,23,1
11,1.0,5,1
11,2.0,1,1
11,1.0,5,1
11,2.0,1,1
11,1.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,1.0,1,1
11,1.0,1,1
11,1.0,1,1
11,1.0,1,1
11,1.0,5,1
11,1.0,4,1
11,2.0,4,1
11,1.0,4,1
11,1.0,5,1
11,1.0,4,1
11,1.0,4,1
11,2.0,4,1
11,2.0,5,1
11,1.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,3,1
11,1.0,5,1
11,1.0,5,1
11,1.0,5,1
11,2.0,1,1
11,1.0,3,1
11,1.0,5,1
11,1.0,6,1
11,2.0,4,1
11,2.0,4,1
11,2.0,1,1
11,2.0,7,1
11,2.0,4,1
11,1.0,4,1
11,1.0,6,1
11,1.0,4,1
11,1.0,5,1
11,1.0,6,1
11,1.0,5,1
11,1.0,5,1
11,1.0,6,1
11,2.0,5,1
11,1.0,1,1
11,1.0,5,1
11,2.0,5,1
11,2.0,4,1
11,4.0,1,1
11,2.0,1,1
11,2.0,4,1
11,1.0,1,1
11,2.0,3,1
11,1.0,1,1
11,2.0,1,1
11,2.0,7,1
11,2.0,5,1
11,1.0,1,1
11,2.0,4,1
11,1.0,1,1
11,2.0,1,1
11,1.0,3,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,1.0,1,1
11,2.0,1,1
11,1.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,1.0,1,1
11,2.0,2,1
11,2.0,1,1
11,1.0,1,1
11,2.0,4,1
11,2.0,3,1
11,2.0,1,1
11,2.0,11,1
11,2.0,5,1
11,1.0,2,1
11,2.0,7,1
11,1.0,4,1
11,3.0,2,1
11,1.0,1,1
11,2.0,6,1
11,2.0,2,1
11,2.0,2,1
11,2.0,3,1
11,2.0,2,1
11,2.0,1,1
11,1.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,1,1
11,2.0,1,1
11,2.0,2,1
11,2.0,2,1
11,4.0,4,1
11,1.0,4,1
11,2.0,2,1
11,3.0,2,1
11,2.0,7,1
11,3.0,3,1
11,2.0,3,1
11,2.0,3,1
11,1.0,1,1
11,1.0,1,1
11,2.0,5,1
11,2.0,4,1
11,2.0,3,1
11,2.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,2,1
11,1.0,7,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,3,1
11,2.0,2,1
11,2.0,3,1
11,2.0,2,1
11,2.0,4,1
11,2.0,4,1
11,2.0,2,1
11,3.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,3.0,2,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,2,1
11,2.0,4,1
11,2.0,3,1
11,1.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,1,1
11,2.0,2,1
11,2.0,4,1
11,2.0,4,1
11,1.0,2,1
11,2.0,3,1
11,3.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,1,1
11,2.0,4,1
11,4.0,2,1
11,2.0,2,1
11,2.0,1,1
11,2.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,6,1
11,1.0,6,1
11,2.0,3,1
11,2.0,3,1
11,2.0,7,1
11,2.0,9,1
11,2.0,3,1
11,2.0,3,1
11,1.0,6,1
11,2.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,5,1
11,2.0,5,1
11,2.0,4,1
11,2.0,3,1
11,2.0,3,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,3,1
11,2.0,3,1
11,2.0,2,1
11,2.0,1,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,1.0,3,1
11,1.0,3,1
11,3.0,3,1
11,3.0,3,1
11,2.0,3,1
11,2.0,2,1
11,2.0,4,1
11,2.0,3,1
11,2.0,4,1
11,2.0,1,1
11,2.0,4,1
11,2.0,4,1
11,1.0,3,1
11,2.0,4,1
11,2.0,3,1
11,3.0,6,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,3.0,4,1
11,1.0,1,1
11,1.0,1,1
11,2.0,4,1
11,1.0,1,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,6,1
11,2.0,3,1
11,2.0,5,1
11,2.0,5,1
11,2.0,3,1
11,1.0,6,1
11,2.0,4,1
11,2.0,4,1
11,1.0,2,1
11,2.0,4,1
11,3.0,3,1
11,3.0,4,1
11,2.0,3,1
11,2.0,1,1
11,2.0,4,1
11,2.0,3,1
11,2.0,12,1
11,2.0,4,1
11,2.0,2,1
11,2.0,4,1
11,2.0,3,1
11,1.0,1,1
11,2.0,1,1
11,2.0,4,1
11,2.0,3,1
11,1.0,1,1
11,2.0,5,1
11,2.0,1,1
11,2.0,4,1
11,2.0,1,1
11,2.0,5,1
11,2.0,2,1
11,2.0,4,1
11,2.0,5,1
11,1.0,2,1
11,2.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,4,1
11,1.0,3,1
11,2.0,3,1
11,1.0,2,1
11,1.0,2,1
11,1.0,1,1
11,2.0,4,1
11,2.0,5,1
11,2.0,4,1
11,2.0,3,1
11,1.0,1,1
11,1.0,1,1
11,1.0,1,1
11,1.0,2,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,1.0,3,1
11,2.0,4,1
11,2.0,1,1
11,2.0,4,1
11,2.0,6,1
11,2.0,1,1
3,2.0,1,1
11,1.0,3,1
11,1.0,5,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,1.0,4,1
11,2.0,2,1
11,2.0,3,1
11,2.0,4,1
11,1.0,3,1
11,2.0,4,1
11,1.0,2,1
11,1.0,2,1
11,1.0,4,1
11,1.0,1,1
11,2.0,4,1
11,2.0,5,1
11,2.0,4,1
11,2.0,1,1
11,2.0,3,1
11,2.0,5,1
11,2.0,4,1
11,2.0,5,1
11,1.0,1,1
11,2.0,4,1
11,2.0,2,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,1.0,2,1
11,1.0,2,1
11,2.0,3,1
11,2.0,5,1
11,2.0,3,1
11,2.0,5,1
11,2.0,1,1
11,2.0,5,1
11,1.0,2,1
11,2.0,9,1
11,4.0,6,1
11,2.0,1,1
11,2.0,4,1
11,2.0,3,1
11,2.0,3,1
11,1.0,1,1
11,2.0,3,1
11,1.0,1,1
11,1.0,1,1
11,1.0,1,1
11,2.0,4,1
11,2.0,1,1
11,2.0,3,1
11,2.0,1,1
11,2.0,3,1
11,1.0,4,1
11,1.0,1,1
11,2.0,5,1
11,2.0,4,1
11,1.0,2,1
11,1.0,1,1
11,1.0,2,1
11,1.0,1,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,4,1
11,2.0,3,1
11,3.0,5,1
11,2.0,2,1
11,2.0,2,1
11,2.0,4,1
11,2.0,5,1
11,2.0,3,1
11,2.0,4,1
11,2.0,3,1
11,2.0,4,1
11,3.0,3,1
11,2.0,4,1
11,2.0,4,1
11,2.0,3,1
11,2.0,3,1
11,2.0,4,1
11,2.0,1,1
11,2.0,4,1
11,2.0,2,1
11,1.0,2,1
11,2.0,5,1
11,2.0,4,1
11,1.0,3,1
11,2.0,4,1
11,2.0,5,1
11,1.0,2,1
11,2.0,4,1
11,2.0,5,1
11,2.0,3,1
11,2.0,5,1
11,2.0,4,1
11,2.0,4,1
11,1.0,4,1
11,2.0,5,1
11,1.0,5,1
11,3.0,2,1
11,2.0,2,1
11,2.0,4,1
11,1.0,2,1
11,1.0,2,1
11,1.0,1,1
11,1.0,2,1
11,2.0,4,1
11,2.0,2,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,6,1
11,2.0,5,1
11,2.0,2,1
11,1.0,3,1
11,2.0,4,1
11,1.0,4,1
11,2.0,3,1
11,2.0,3,1
11,2.0,4,1
11,1.0,4,1
11,2.0,1,1
11,2.0,4,1
11,2.0,3,1
11,2.0,2,1
11,2.0,6,1
11,2.0,4,1
11,1.0,2,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,5,1
11,1.0,4,1
11,2.0,4,1
11,3.0,3,1
11,1.0,1,1
11,1.0,1,1
11,2.0,4,1
11,2.0,3,1
11,2.0,4,1
11,2.0,7,1
11,1.0,7,1
11,2.0,1,1
11,2.0,6,1
11,1.0,4,1
11,2.0,3,1
11,2.0,2,1
11,2.0,6,1
11,2.0,3,1
11,2.0,6,1
11,2.0,2,1
11,2.0,5,1
11,2.0,6,1
11,1.0,3,1
11,1.0,3,1
11,1.0,1,1
11,1.0,1,1
11,1.0,5,1
11,2.0,5,1
11,1.0,3,1
11,3.0,3,1
11,2.0,1,1
11,2.0,1,1
11,2.0,3,1
11,2.0,4,1
11,1.0,3,1
11,2.0,3,1
11,2.0,6,1
11,2.0,2,1
11,2.0,6,1
11,2.0,2,1
11,2.0,6,1
11,2.0,1,1
11,1.0,1,1
11,2.0,6,1
11,2.0,5,1
11,2.0,5,1
11,2.0,4,1
11,3.0,5,1
11,2.0,7,1
11,2.0,6,1
11,2.0,2,1
11,2.0,3,1
11,2.0,2,1
11,2.0,3,1
11,2.0,5,1
11,2.0,8,1
11,2.0,6,1
11,1.0,3,1
11,2.0,2,1
11,2.0,5,1
11,2.0,1,1
11,2.0,2,1
11,2.0,3,1
11,2.0,1,1
11,2.0,4,1
11,2.0,5,1
11,2.0,3,1
11,2.0,4,1
11,2.0,4,1
11,2.0,3,1
11,2.0,4,1
11,2.0,4,1
11,2.0,5,1
11,2.0,5,1
11,1.0,3,1
11,2.0,4,1
11,2.0,3,1
11,2.0,5,1
11,3.0,3,1
11,2.0,7,1
11,2.0,1,1
11,2.0,4,1
11,3.0,1,1
11,2.0,4,1
11,2.0,3,1
11,2.0,7,1
11,3.0,2,1
11,3.0,2,1
11,2.0,3,1
11,2.0,4,1
11,2.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,3,1
11,2.0,3,1
11,4.0,2,1
11,3.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,4,1
11,2.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,4,1
11,3.0,4,1
11,1.0,5,1
11,2.0,2,1
11,2.0,3,1
11,3.0,1,1
8,4.0,2,1
11,2.0,4,1
11,2.0,1,1
11,2.0,7,1
11,2.0,1,1
11,2.0,2,1
11,2.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,4,1
11,2.0,2,1
11,2.0,1,1
11,1.0,4,1
11,2.0,2,1
11,1.0,6,1
11,2.0,1,1
11,2.0,1,1
11,2.0,2,1
11,2.0,1,1
11,1.0,1,1
6,2.0,1,0
11,2.0,3,1
11,2.0,2,1
11,3.0,3,1
11,2.0,2,1
11,2.0,3,1
11,3.0,2,1
11,2.0,2,1
11,3.0,2,1
11,2.0,4,1
11,1.0,2,1
11,2.0,2,1
11,2.0,4,1
11,2.0,6,1
11,2.0,3,1
11,2.0,3,1
11,1.0,6,1
11,2.0,4,1
11,3.0,3,1
11,2.0,7,1
11,2.0,1,1
11,1.0,3,1
11,2.0,3,1
11,2.0,4,1
11,2.0,2,1
11,2.0,3,1
11,4.0,3,1
11,1.0,2,1
11,2.0,2,1
11,2.0,4,1
11,2.0,3,1
11,2.0,3,1
11,2.0,4,1
11,2.0,4,1
11,2.0,2,1
11,2.0,3,1
11,4.0,3,1
11,1.0,2,1
11,2.0,3,1
11,2.0,4,1
11,2.0,4,1
11,2.0,3,1
11,2.0,1,1
11,3.0,1,1
11,2.0,7,1
11,1.0,1,1
11,3.0,2,1
11,1.0,1,1
11,2.0,2,1
11,2.0,2,1
11,2.0,3,1
11,2.0,3,1
11,1.0,1,1
11,2.0,2,1
11,2.0,5,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,5,1
11,2.0,1,1
11,3.0,4,1
11,2.0,4,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,4,1
11,2.0,2,1
11,2.0,3,1
11,1.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,5,1
11,3.0,3,1
11,2.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,2.0,1,1
11,3.0,1,1
11,2.0,4,1
11,2.0,6,1
11,2.0,6,1
11,2.0,7,1
11,1.0,1,1
11,2.0,4,1
11,2.0,4,1
11,2.0,3,1
11,1.0,1,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,3,1
11,2.0,4,1
11,2.0,3,1
11,3.0,3,1
11,2.0,4,1
11,2.0,3,1
11,3.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,1,1
11,2.0,4,1
11,2.0,1,1
11,2.0,3,1
11,3.0,1,1
11,2.0,4,1
11,2.0,5,1
11,3.0,3,1
11,2.0,3,1
11,3.0,3,1
11,2.0,6,1
11,3.0,3,1
11,2.0,2,1
11,2.0,6,1
11,2.0,6,1
11,1.0,1,1
11,1.0,2,1
11,2.0,3,1
6,2.0,1,1
11,2.0,1,1
11,1.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,5,1
11,1.0,2,1
11,1.0,2,1
11,2.0,2,1
11,1.0,2,1
11,2.0,1,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,2.0,3,1
11,4.0,4,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,5,1
11,2.0,4,1
11,2.0,4,1
11,2.0,1,1
11,2.0,4,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,2.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,3,1
11,1.0,2,1
11,1.0,2,1
11,2.0,1,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,2.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,3,1
11,2.0,1,1
11,2.0,7,1
11,2.0,1,1
11,2.0,2,1
11,2.0,1,1
11,1.0,2,1
11,3.0,3,1
11,1.0,2,1
11,2.0,1,1
11,2.0,1,1
11,2.0,5,1
11,2.0,3,1
11,3.0,1,1
11,1.0,2,1
11,2.0,2,1
11,2.0,3,1
11,2.0,4,1
11,1.0,2,1
11,1.0,2,1
11,2.0,2,1
11,1.0,2,1
11,1.0,2,1
11,2.0,3,1
11,1.0,2,1
11,2.0,3,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,2.0,2,1
11,1.0,3,1
11,1.0,3,1
11,2.0,5,1
11,2.0,3,1
11,1.0,3,1
11,1.0,3,1
11,1.0,3,1
11,1.0,3,1
11,1.0,1,1
11,1.0,1,1
11,2.0,4,1
11,1.0,4,1
11,1.0,1,1
11,1.0,1,1
11,1.0,1,1
11,1.0,3,1
11,1.0,3,1
11,1.0,5,1
11,1.0,1,1
11,1.0,1,1
11,2.0,4,1
11,1.0,1,1
11,2.0,1,1
11,2.0,2,1
11,2.0,3,1
11,1.0,3,1
11,2.0,8,1
11,1.0,1,1
11,2.0,3,1
11,1.0,3,1
11,2.0,2,1
11,3.0,1,1
11,2.0,1,1
11,2.0,4,1
11,2.0,3,1
11,1.0,3,1
11,1.0,3,1
11,1.0,1,1
11,2.0,2,1
11,1.0,3,1
11,2.0,1,1
11,2.0,3,1
4,1.0,1,1
11,2.0,4,1
11,1.0,3,1
11,2.0,4,1
11,1.0,3,1
11,2.0,2,1
11,1.0,4,1
11,1.0,1,1
11,2.0,3,1
11,2.0,5,1
11,1.0,3,1
11,2.0,2,1
11,2.0,4,1
11,1.0,3,1
11,1.0,3,1
11,1.0,3,1
11,1.0,1,1
11,1.0,3,1
11,1.0,3,1
11,1.0,2,1
11,1.0,3,1
11,2.0,4,1
11,1.0,3,1
11,1.0,3,1
11,2.0,3,1
11,1.0,1,1
11,1.0,6,1
11,1.0,1,1
11,2.0,4,1
11,1.0,3,1
11,1.0,1,1
12,1.0,2,1
11,2.0,3,1
11,2.0,4,1
11,2.0,5,1
11,2.0,4,1
11,1.0,1,1
11,2.0,7,1
11,2.0,1,1
11,1.0,2,1
11,1.0,2,1
11,1.0,1,1
11,1.0,2,1
11,1.0,2,1
11,2.0,4,1
11,2.0,5,1
11,2.0,6,1
11,2.0,4,1
11,2.0,3,1
11,2.0,4,1
11,2.0,3,1
11,2.0,1,1
11,2.0,3,1
11,2.0,4,1
11,1.0,1,1
11,1.0,1,1
11,1.0,1,1
11,2.0,1,1
11,2.0,3,1
11,1.0,1,1
11,1.0,2,1
11,2.0,3,1
11,3.0,7,1
11,2.0,5,1
11,2.0,5,1
11,2.0,5,1
11,2.0,5,1
11,2.0,7,1
11,2.0,4,1
11,2.0,4,1
11,3.0,1,1
11,2.0,1,1
11,2.0,7,1
11,2.0,1,1
11,2.0,4,1
11,3.0,6,1
11,1.0,6,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,1.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,1,1
11,2.0,3,1
11,2.0,4,1
11,2.0,3,1
11,1.0,1,1
11,1.0,1,1
11,2.0,3,1
11,2.0,3,1
11,1.0,3,1
11,2.0,3,1
11,2.0,4,1
11,4.0,1,1
11,2.0,2,1
11,2.0,2,1
11,3.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,3.0,2,1
11,3.0,7,1
11,3.0,4,1
11,2.0,5,1
11,2.0,3,1
11,2.0,1,1
11,2.0,1,1
11,2.0,3,1
11,1.0,1,1
11,1.0,3,1
11,2.0,1,1
11,1.0,1,1
11,2.0,5,1
11,1.0,1,1
11,1.0,1,1
11,2.0,1,1
11,3.0,1,1
11,1.0,1,1
11,2.0,3,1
11,2.0,7,1
11,2.0,4,1
11,1.0,6,1
11,3.0,1,1
11,2.0,6,1
11,3.0,3,1
11,1.0,2,1
11,2.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,2.0,5,1
11,2.0,4,1
11,2.0,4,1
11,2.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,1,1
11,3.0,5,1
11,2.0,1,1
11,2.0,3,1
11,3.0,2,1
11,2.0,4,1
11,2.0,4,1
11,2.0,3,1
11,2.0,1,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,1.0,2,1
11,3.0,2,1
11,2.0,2,1
11,3.0,2,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,1,1
11,2.0,2,1
11,2.0,8,1
11,2.0,2,1
11,2.0,4,1
11,2.0,2,1
11,2.0,2,1
11,2.0,1,1
11,2.0,7,1
11,3.0,3,1
11,2.0,2,1
11,2.0,4,1
11,2.0,2,1
11,2.0,2,1
11,3.0,2,1
11,3.0,2,1
11,2.0,1,1
11,2.0,2,1
11,2.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,4,1
11,2.0,3,1
11,2.0,3,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,4,1
11,3.0,2,1
11,1.0,2,1
11,2.0,3,1
11,1.0,2,1
11,1.0,4,1
11,2.0,3,1
11,2.0,3,1
11,2.0,4,1
11,2.0,3,1
11,2.0,3,1
11,2.0,1,1
11,2.0,3,1
11,2.0,4,1
11,2.0,3,1
11,3.0,3,1
11,2.0,3,1
11,2.0,6,1
11,1.0,2,1
11,2.0,6,1
11,2.0,3,1
11,2.0,4,1
11,2.0,2,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,3.0,2,1
11,2.0,3,1
11,2.0,1,1
11,4.0,4,1
11,2.0,2,1
11,3.0,3,1
11,3.0,5,1
11,2.0,3,1
11,1.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,4,1
11,2.0,5,1
11,2.0,5,1
11,2.0,5,1
11,2.0,5,1
11,2.0,5,1
11,4.0,3,1
11,4.0,1,1
11,2.0,1,1
11,1.0,1,1
11,2.0,5,1
11,2.0,4,1
11,1.0,1,1
11,1.0,1,1
11,1.0,1,1
11,2.0,4,1
11,2.0,3,1
11,2.0,1,1
11,2.0,3,1
11,2.0,3,1
11,2.0,3,1
11,3.0,2,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,5,1
11,2.0,4,1
11,2.0,3,1
11,1.0,5,1
11,3.0,3,1
11,3.0,3,1
11,2.0,3,1
11,1.0,1,1
11,1.0,1,1
11,2.0,1,1
11,2.0,3,1
11,2.0,3,1
11,2.0,2,1
11,1.0,12,1
11,2.0,3,1
11,2.0,4,1
11,1.0,3,1
11,1.0,3,1
11,2.0,2,1
11,1.0,1,1
11,2.0,3,1
11,1.0,1,1
11,1.0,1,1
11,1.0,1,1
11,2.0,2,1
11,1.0,1,1
11,1.0,1,1
12,1.0,1,1
3,1.0,1,1
11,1.0,1,1
11,1.0,2,1
12,1.0,1,1
3,1.0,1,1
3,1.0,1,1
4,1.0,2,1
8,1.0,1,1
11,1.0,1,1
11,2.0,2,1
11,1.0,3,1
11,2.0,4,1
11,2.0,5,1
11,1.0,1,1
11,1.0,2,1
11,2.0,2,1
11,1.0,2,1
11,1.0,1,1
2,1.0,1,1
6,2.0,2,1
11,2.0,2,1
11,2.0,4,1
11,1.0,3,1
11,1.0,1,1
3,1.0,2,1
11,1.0,1,1
11,1.0,1,1
11,1.0,1,1
11,1.0,2,1
11,2.0,3,1
11,1.0,1,1
11,1.0,1,1
11,1.0,2,1
11,2.0,3,1
11,1.0,3,1
11,2.0,4,1
11,2.0,5,1
11,2.0,4,1
11,1.0,2,1
11,1.0,2,1
11,2.0,2,1
11,1.0,2,1
11,2.0,3,1
11,2.0,5,1
11,2.0,4,1
11,2.0,4,1
11,1.0,3,1
11,1.0,3,1
11,1.0,4,1
11,1.0,3,1
11,2.0,5,1
11,2.0,4,1
11,1.0,2,1
11,4.0,2,1
11,1.0,3,1
11,1.0,3,1
11,1.0,1,1
11,1.0,1,1
11,2.0,4,1
11,1.0,3,1
11,2.0,4,1
11,2.0,3,1
11,2.0,5,1
11,2.0,1,1
11,2.0,4,1
11,1.0,4,1
11,1.0,3,1
11,1.0,3,1
11,1.0,3,1
11,1.0,4,1
11,1.0,4,1
11,2.0,1,1
1,2.0,1,1
11,2.0,1,1
11,1.0,1,1
11,1.0,6,1
11,1.0,3,1
11,2.0,4,1
11,1.0,4,1
11,2.0,5,1
11,2.0,2,1
11,2.0,2,1
11,1.0,2,1
11,1.0,2,1
11,1.0,2,1
11,2.0,2,1
11,1.0,2,1
11,2.0,2,1
11,1.0,2,1
11,2.0,2,1
11,2.0,4,1
11,1.0,4,1
11,2.0,2,1
12,2.0,1,1
11,2.0,5,1
11,3.0,3,1
11,3.0,4,1
12,3.0,2,1
11,2.0,4,1
11,2.0,2,1
11,3.0,2,1
11,3.0,6,1
11,2.0,4,1
11,2.0,3,1
11,2.0,3,1
12,2.0,1,1
11,1.0,4,1
11,1.0,4,1
11,2.0,5,1
12,4.0,1,1
11,2.0,5,1
11,2.0,5,1
11,2.0,2,1
11,2.0,2,1
11,2.0,4,1
12,1.0,1,1
11,2.0,2,1
11,2.0,4,1
11,3.0,2,1
11,2.0,2,1
11,2.0,2,1
11,2.0,3,1
11,2.0,3,1
11,2.0,6,1
12,2.0,1,1
11,2.0,6,1
12,2.0,1,1
11,2.0,5,1
12,1.0,2,1
12,4.0,2,1
12,1.0,2,1
11,2.0,4,1
11,2.0,4,1
11,3.0,4,1
12,2.0,1,1
12,2.0,2,1
12,4.0,1,1
11,1.0,3,1
11,3.0,4,1
11,2.0,4,1
11,2.0,4,1
11,2.0,4,1
12,2.0,1,1
11,2.0,7,1
12,2.0,3,1
12,2.0,3,1
12,2.0,2,1
12,2.0,3,1
12,2.0,2,1
12,2.0,3,1
12,2.0,3,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
12,1.0,2,1
12,2.0,2,1
12,3.0,3,1
12,2.0,2,1
11,2.0,6,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
12,2.0,3,1
11,3.0,7,1
12,2.0,3,1
12,2.0,3,1
11,2.0,7,1
12,2.0,2,1
12,4.0,1,1
12,2.0,2,1
12,2.0,1,1
12,2.0,3,1
12,2.0,1,1
12,2.0,1,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
11,3.0,6,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
12,3.0,1,1
12,3.0,2,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
12,2.0,2,1
12,2.0,3,1
12,2.0,2,1
12,2.0,3,1
11,2.0,7,1
12,2.0,2,1
